brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
asus,Asus VivoBook Flip TP470EA-EC511WS ,63600,,Intel,i5,11.0,4,8.0,8,lpddr4x,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 245 G8 62G69PA ,27949,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
hp,HP Pavilion 15-eg0547TU ,59999,63.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3511 ,58490,,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
realme,Realme Book Enhanced Air ,54990,,Intel,i5,11.0,4,16.0,16,ram,SSD,512.0,,,Windows 11 ,
lenovo,Lenovo IdeaPad 3 82H801LGIN,37490,,Intel,i3,11.0,,8.0,8,ddr4,SSD,256.0,,,Windows 11 ,2.0
lenovo,Lenovo Ideapad Slim 3i 82H802FAIN ,36990,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows ,1.0
hp,HP x2 11-da0017QU Chromebook,39999,,Qualcomm,qualcomm,,8,8.0,8,lpddr4x,Hard Disk,,,,Chrome ,
hp,HP 15s-du3517TU ,60000,60.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Slim 3 82H801LJIN Notebook,40490,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3405 ,36400,,AMD,ryzen,3.0,2,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,
asus,Asus VivoBook 15 X515MA-BR001W ,25780,,Intel,celeron,,2,4.0,4,ram,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
dell,Dell Latitude 7410 ,77499,60.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3511 ,41490,,Intel,i3,11.0,2,8.0,8,ddr4,Hard Disk,1024.0,,,Windows ,
hp,HP Pavilion 15-eg1001TU ,60990,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15-EC2145AX Gaming ,70527,63.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 15IML05 81WB0190IN ,53100,63.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook Pro 15 OLED M3500QC-L1262TS ,86490,66.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo Ideapad Gaming 3 82K200X2IN ,72990,65.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus CX1101CMA-GJ0007 Chromebook,18990,,Intel,celeron,,2,4.0,4,lpddr4,Hard Disk,64.0,11.6, 1366 x 768 ,Chrome ,1.0
asus,Asus Vivobook Pro 15 OLED K3500PC-L1037TS ,113935,65.0,Intel,i7,11.0,4,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad 3 14ACL6 82KT00GLIN ,50990,65.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 3515 ,52990,61.0,AMD,ryzen,3.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
asus,Asus VivoBook 15 2021 X515JA-EJ362WS ,32990,,Intel,i3,10.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows ,1.0
lenovo,Lenovo V15 ‎82C70005UK ,38490,60.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 15 2021 X515JA-EJ562WS ,49990,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
microsoft,Microsoft Surface Go 3 8VA-00013 ,53600,,Intel,pentium,,2,8.0,8,lpddr3,SSD,128.0,10.5, 1920 x 1280 ,Windows 11 ,1.0
hp,HP 15s-du3563TU ,40890,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 15ACH6 82JW00KEIN Gaming ,78500,68.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Pro 14 inch MKGQ3HN ,213894,,Apple,m1,,10,16.0,16,unified,SSD,1024.0,14.2, 3024 x 1964 ,Mac ,1.0
lenovo,Lenovo V15 82KBA002IH ,31500,,Intel,i3,11.0,2,4.0,4,ddr4,SSD,256.0,15.0, 1920 x 1080 ,DOS,1.0
lenovo,Lenovo V15 82C30052IH ,21999,,Intel,celeron,,2,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,DOS,1.0
lenovo,Lenovo ThinkPad X1 Carbon 20XWS03T00 ,213900,61.0,Intel,i7,11.0,4,16.0,16,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Latitude 3420 ,88000,,Intel,i7,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3511 ,55990,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo V15 82C700KAIH ,39527,,AMD,ryzen,3.0,4,8.0,8,ddr4,Hard Disk,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
avita,Avita Pura NS14A6ING541 ,23990,,AMD,apu,,2,8.0,8,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,0.5
avita,Avita Pura NS14A6ING431 ,17990,,AMD,apu,,2,4.0,4,ddr4,SSD,128.0,14.0, 1366 x 768 ,Windows 10 ,2.0
lenovo,Lenovo Legion 5 Pro 16ITH6H 82JD005KIN Gaming ,128900,63.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,1024.0,16.0, 2560 x 1440 ,Windows 11 ,1.0
nokia,Nokia PureBook S14 NKi511TL85S ,47990,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.1, 1920 x 1080 ,Windows ,1.0
dell,Dell Inspiron 3515 ,43699,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell G15-5511 Gaming ,92000,73.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus M515DA-BQ322TS ,37500,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3511 ,41350,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3511 ,48494,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
msi,MSI GF63 Thin 10UC-607IN Gaming ,59990,62.0,Intel,i5,10.0,,8.0,8,ddr4,SSD,512.0,,,Windows 10 ,2.0
lenovo,Lenovo IdeaPad 3 CB 11IGL05 82BA001PHA ,16890,,Intel,celeron,,2,4.0,4,lpddr4,Hard Disk,,,,Chrome ,1.0
lenovo,Lenovo ThinkPad T14 2021 20W0S03D00 ,148000,60.0,Intel,i7,11.0,4,16.0,16,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K1004DIN ,78990,66.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP 240 G8 4J0K2PA ,33990,,Intel,i3,11.0,2,8.0,8,ram,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 81Y401APIN Gaming ,61990,67.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP Pavilion 15-ec1023AX Gaming ,62990,73.0,AMD,ryzen,4.0,6,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
hp,HP Pavilion 15-eh1103AU ,66400,63.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP Omen 15-ek1016TX Gaming ,154990,79.0,Intel,i7,10.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Vostro 3400 ,40289,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Vostro 3400 ,58000,68.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,
asus,Asus ROG Strix G15 2021 G513IH-HN086T Gaming ,75490,69.0,AMD,ryzen,4.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo Tab Yoga Duet 7,81855,,Intel,i5,11.0,4,8.0,8,ram,SSD,512.0,13.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Vostro 5415 ,54990,67.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 5418 ,69890,68.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 5518 ,69990,73.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus TUF Dash F15 FX516PE-HN086TS Gaming ,84990,73.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP 15-ec1025AX Gaming ,56700,71.0,AMD,ryzen,4.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 5410 ,96890,73.0,Intel,i7,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
hp,HP 250 G8 42V68PA ,36599,,Intel,i3,11.0,2,8.0,8,ram,SSD,512.0,15.6, 1366 x 768 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 81Y4017UIN Gaming ,62990,67.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
msi,MSI GF63 Thin 10SCXR-1617IN Gaming ,63990,74.0,Intel,i7,10.0,6,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
dell,Dell Inspiron 3501 ,42990,,Intel,i3,11.0,,8.0,8,ddr4,Hard Disk,1024.0,,,Windows 10 ,
asus,Asus TUF Gaming F15 FX506LH-HN258T ,65800,68.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3501 ,45990,,Intel,i3,11.0,2,4.0,4,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus VivoBook 15 X515EA-EJ317TS ,63800,60.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Latitude 5310 ,72000,,Intel,i5,10.0,4,8.0,8,ram,SSD,512.0,13.3, 1920 x 1080 ,Windows 10 ,1.0
hp,HP 14s-fq1029AU ,46900,,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
acer,Acer Nitro 5 AN515-45-R3TC NH.QBCSI.001 Gaming ,91490,62.0,AMD,ryzen,5.0,6,16.0,16,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
hp,HP 14s-dy2500TU ,39999,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Vostro 3405 ,30490,,AMD,athlon,,2,4.0,4,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
lenovo,Lenovo Ideapad Slim 3i 81WQ003LIN ,26990,,Intel,celeron,,2,4.0,4,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 10 ,1.0
hp,HP 15s-du3060TX ,53994,61.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
vaio,Vaio E Series NE15V2IN027P ,38499,60.0,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
hp,HP 15s-GR0011AU ,37550,,AMD,ryzen,3.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo Yoga Slim 7i Pro ,58700,,Intel,i7,11.0,4,8.0,8,ram,SSD,256.0,14.0, 2240 x 1400 ,Windows 10 ,1.0
samsung,Samsung Galaxy Chromebook 2 ,39999,,Intel,celeron,5.0,2,4.0,4,ram,Hard Disk,64.0,13.3, 1920 x 1080 ,Chrome ,
dell,Dell Vostro 3405 ,49690,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,
acer,Acer Aspire 3 A315-23 ,42350,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1366 x 768 ,Windows 10 ,1.0
dell,Dell Inspiron 5406 ,71500,65.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 5502 ,68999,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,
dell,Dell Inspiron 3501 ,38000,,Intel,i3,10.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus X543MA-GQ1015T ,22490,,Intel,celeron,,2,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 10 ,1.0
dell,Dell Inspiron 3505 ,39880,60.0,AMD,ryzen,3.0,2,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
lg,LG Gram 15Z90N ,55990,62.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,3.0
dell,Dell Latitude 3510 ,44700,,Intel,i3,10.0,2,4.0,4,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,Ubuntu ,1.0
dell,Dell Vostro 3401 ,33990,,Intel,i3,10.0,2,4.0,4,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,1.0
dell,Dell G5 5505 Gaming ,79680,75.0,AMD,ryzen,4.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 3505 ,49990,61.0,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus ExpertBook P2451F ,62999,63.0,Intel,i7,10.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1080 x 1920 ,Windows 10 ,
hp,HP 14-ck2018TU ,53900,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,Windows 10 ,1.0
dell,Dell Inspiron 3593 ,36990,,Intel,i3,10.0,2,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo ThinkBook 14 IML 20RV00DJIH ,79000,66.0,Intel,i5,10.0,4,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
microsoft,Microsoft Surface Pro X 1876 Ultrabook,117998,,Microsost,microsoft,,,8.0,8,lpddr4x,SSD,128.0,,,Windows 10 ,
avita,Avita Pura NS14A6 ,38999,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
samsung,Samsung Galaxy Book S,83999,,Intel,lakefield,,,8.0,8,lpddr4x,Hard Disk,256.0,,,Windows 10 ,
apple,Apple MacBook Air 2020 ,109999,,Intel,i7,10.0,4,8.0,8,lpddr4x,SSD,512.0,13.3, 2560 x 1600 ,Mac 10.15.3	 ,
dell,Dell Inspiron 3493 ,57150,,Intel,i5,10.0,4,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
hp,HP Elite Dragonfly G2 ,149999,,Intel,i7,10.0,,16.0,16,ram,SSD,1024.0,,,Windows 10 ,1.0
lenovo,Lenovo Yoga 5G ,108999,,Qualcomm,qualcomm,,4,8.0,8,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Latitude 9510 ,149000,,Qualcomm,qualcomm,10.0,4,8.0,8,lpddr3,SSD,512.0,15.0, 1920 x 1080 ,Windows 10 ,
honor,Honor MagicBook Pro 16 ,54999,,Intel,i5,8.0,4,8.0,8,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 10 ,
asus,Asus VivoBook 15 X512FB ,34990,61.0,Intel,i3,8.0,4,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
asus,Asus ROG Mothership GZ700GX Gaming ,349999,,Intel,i9,8.0,6,64.0,64,ddr4,SSD,512.0,17.3, 1920 x 1080 ,Windows 10 ,
dell,Dell G5 15 5590 Gaming ,84999,78.0,Intel,i7,8.0,6,16.0,16,ddr4,Hard Disk,1024.0,15.6, 3480 x 2160 ,Windows 10 ,
razer,Razer Blade 15 Gaming ,127999,81.0,Intel,i7,8.0,6,16.0,16,ddr4,Hard Disk,2048.0,15.6, 1920 x 1080 ,Windows 10 ,
dell,Dell Inspiron 5480 laptop,56990,65.0,Intel,i5,8.0,4,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
apple,Apple MacBook Pro 2018 13-inch Touch Bar ,199900,,Intel,,,4,8.0,8,ddr3,SSD,512.0,13.3, 1600 x 2560 ,Mac High Sierra ,1.0
apple,Apple MacBook Pro 2018 13-inch ,165900,,Intel,,,2,8.0,8,ddr3,SSD,256.0,13.3, 1600 x 2560 ,Mac High Sierra ,1.0
microsoft,Microsoft Surface Pro 3 12.0 Tablet,58990,,Intel,i3,4.0,2,4.0,4,ddr3,SSD,128.0,12.0, 2160 x 1440 ,Windows 10 ,
hp,HP 245 G8 ,25999,,AMD,athlon,3.0,2,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 11 ,1.0
hp,HP 15s-eq2146AU ,40490,,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 ITL 82KBA03JIH ,33990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 15 X1500EA-EJ3381WS ,39400,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook Pro 16X OLED N7601ZM-MQ711WS Gaming ,169990,86.0,Intel,i7,12.0,10,16.0,16,ddr5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
hp,HP Victus 16-d0310TX Gaming ,77283,72.0,Intel,i5,11.0,6,8.0,8,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 15-fb0777AX Gaming ,70816,68.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 16-d0311TX Gaming ,80612,74.0,Intel,i5,11.0,6,16.0,16,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 16-e0333TX Gaming ,99814,73.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Katana GF66 12UD Gaming ,105000,76.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
msi,MSI Pulse GL66 12UGSZOK Gaming ,209000,80.0,Intel,i9,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
hp,HP ProBook 445 G8 ,73999,72.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
hp,HP Pavilion Plus 14-eh0037TU ,85490,71.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo Legion 7i 82TD009KIN Gaming ,359990,,Intel,i9,12.0,,32.0,32,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
dell,Dell Inspiron 3511 D560783WIN9BD ,45990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.56, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3425 D552308WIN9B ,50852,61.0,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 5420 ICC-C782537WIN8 ,91958,68.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 3520 ,61050,61.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3420 ,69900,61.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 3520 2022 ,72990,67.0,Intel,i5,12.0,10,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
hp,HP Pavilion 14-ec1005AU ,59990,61.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14-ec1005AU ,75990,63.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 13-ay1064AU 2-in-1 ,98000,72.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3520 ,60070,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3420 ,57990,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3525 ,55530,62.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming ,211990,85.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
lenovo,Lenovo Thinkpad P15v 21AAS05L00 ,159999,79.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 240 G8 4K5D5PA Business ,35000,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,DOS,1.0
lenovo,Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN ,72690,69.0,AMD,ryzen,5.0,6,16.0,16,lpddr4x,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
lenovo,Lenovo V14 Gen 2 ‎82C40019IX ,49999,,Intel,i5,11.0,4,8.0,8,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 14 OLED UX3402ZA-KN531WS ,95990,69.0,Intel,i5,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
ultimus,Ultimus S151 NU14U2INC43VD-CS ,17990,,Intel,celeron,,2,4.0,4,ddr4,SSD,128.0,14.1, 1920 x 1080 ,DOS,1.0
ultimus,Ultimus S152 NU15U2INC44VN-SG ,23990,,Intel,celeron,,2,4.0,4,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Legion S7 82TF007LIN Gaming ,149990,84.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
hp,HP Envy x360 13-AY1065AU ,61500,65.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Latitude 14 7420 ,98280,,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
lenovo,Lenovo IdeaPad Slim 3 82H802XXIN ,58018,63.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 7420 D560918WIN9S ,76519,67.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo ThinkPad X13 21BNS03K00 ,200000,71.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,512.0,13.3, 1920 x 1200 ,Windows 11 ,3.0
acer,Acer Nitro 5 AN515-45 UN.QBMSI.009 Gaming ,63990,71.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP ZBook Firefly G8 500P0PA Business ,93000,71.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,3.0
hp,HP 240 G8 Business ,34490,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo ThinkPad T14 20W0S1HU00 ,140200,69.0,Intel,i7,11.0,4,16.0,16,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14-ek0084TU ,71020,60.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
