,model,price,score,processor,no of cores,storage,ram,display,os,warranty
276,HP Envy x360 13-bf0078TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹80,990",65,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",512 GB SSD,8 GB LPDDR4x RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
277,Lenovo IdeaPad Gaming 3 82K1019BIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹68,989",71,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
278,MSI Katana GF66 12UD-640IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹82,500",76,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
279,Lenovo V15 Gen 2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,871",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
280,MSI Vector GP66 12UEO-646IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,22,802",85,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
281,Acer Predator Helios 300 PH315-55 Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,59,990",76,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
282,Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Garph),"₹76,490",73,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",512 GB SSD,16 GB LPDDR5 RAM,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
283,Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹92,990",69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,16 GB LPDDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
284,MSI Modern 14 B5M-242IN Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹43,400",,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
285,Lenovo IdeaPad Slim 3 81X800LAIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,500",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
286,Lenovo IdeaPad 3 82RK0064IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹58,099",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
287,Dell Latitude 5320 Business Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Windows 10 Pro),"₹1,02,400",62,Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"13.3 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
288,Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop (AMD Ryzen 9 6900HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,99,990",87,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",1 TB SSD,32 GB DDR5 RAM,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
289,MSI Thin GF63 11UC-867IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹56,890",67,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
290,HP 15s-fq2672TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,990",61,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
291,HP 14s-fq0568AU Laptop (AMD Athlon 3050U/ 8GB/ 256GB SSD/ Win11 Home),"₹25,829",,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",256 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
292,Acer Predator Helios 500 Ph517-52 Gaming Laptop (11th Gen Core i9/ 64GB/ 2TB SSD/ 1TB HDD/Win10 Home/ 16GB Graph),"₹4,32,159",,11th Gen Intel Core i9 11980HK,"Octa Core, 16 Threads",1 TB Hard Disk,64 GB DDR4 RAM,16 GB NVIDIA GeForce RTX 3080,"17.3 inches, 3840 x 2160 pixels",Windows 10 OS
293,Lenovo IdeaPad Gaming 3 82K10198IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,918",68,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
294,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,210",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
295,HP 15s- fr2512TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,300",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
296,Lenovo V15 82KBA03TIH Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹38,790",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
297,Lenovo IdeaPad Slim 3 81X800LGIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,839",,11th Gen Intel Core i3,8 GB DDR4 RAM,Intel UHD Graphics,512 GB SSD,Windows 11  OS,2 Year Warranty,2 USB 3.0 Ports
298,Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹76,490",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
299,Asus ROG Strix G15 G513IE-HN040WS Gaming Laptop (Ryzen 7 4800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹90,990",75,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
300,Infinix INBook X1 Slim XL21 Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹38,990",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,16 GB LPDDR4X RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
301,Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,016",69,10th Gen Intel Core i5 10500H,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
302,Asus TUF Gaming F17 FX707ZM-HX030WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,09,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
303,HP Pavilion 14-dv2015TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),"₹87,028",65,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",1 TB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
304,HP Pavilion 15s-fq5010TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹63,350",62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
305,Dell Inspiron 5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹79,990",73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
306,HP Pavilion 15-EG2019TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹78,200",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
307,Samsung Galaxy Book2 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹79,990",62,11th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB LPDDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
308,Asus VivoBook K15 OLED KM513UA-L711WS Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹60,500",66,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
309,HP 15s-fq2627TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,580",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
310,Lenovo E41-55 82FJ009JIH Laptop (Athlon Pro 3045B/ 4GB/ 1TB HDD/ DOS),"₹19,230",,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",1 TB Hard Disk,4 GB  RAM,DOS OS,1 Year Warranty,1 USB 3.0 Ports
311,HP 14s-dr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹59,494",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
312,Samsung Galaxy Book2 Pro 360 13 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,13,990",73,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"13.3 inches, 1080 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
313,Lenovo IdeaPad Gaming 3 15ACH6 82K201RRIN Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹65,890",73,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
314,Asus Vivobook 13 Slate OLED T3300KA-LQ111WS Laptop (Pentium Silver N6000/ 8GB/ 256GB SSD/ Win11 Home),"₹41,990",,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",256 GB SSD,8 GB LPDDR4X  RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
315,Lenovo Ideapad 15ALC6 82KU017KIN Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹44,329",,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
316,HP 14s-dy2506TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹35,990",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
317,Asus VivoBook X515JA-EJ701WS Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹58,000",,10th Gen Intel Core i7 1065G7,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
318,Apple MacBook Pro 16 inch MK1A3HN Laptop (M1 Max 10-core CPU/ 32GB/ 1TB SSD/ Mac OS Monterey/ 32-core GPU),"₹2,96,894",61,Apple M1 Max M1 Max,10 Cores,1 TB SSD,32 GB Unified Memory RAM,"16.2 inches, 3456 x 2234 pixels",Mac OS,1 Year Warranty
319,Dell Inspiron 3511 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win10),"₹41,490",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
320,HP Pavilion 15-ec2008AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),"₹62,357",71,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
321,HP Pavilion 15-DK2100TX Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹68,690",75,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
322,Xiaomi RedmiBook e-Learning Edition (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),"₹31,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
323,Dell Inspiron 5515 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win10),"₹50,990",67,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
324,Xiaomi RedmiBook Pro 14 Laptop (AMD Ryzen 7/ 16GB/ 512GB SSD/ Win10),"₹52,990",65,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4  RAM,"14 inches, 2560 x 1600 pixels",Windows 10  OS,1 Year Warranty
325,Dell Inspiron 5410 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹66,500",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,8 GB  RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
326,Lenovo Yoga 9i 82BG005JIN Laptop (11th Gen Core i7/ 16GB/ 1TB/ Win10 Home),"₹1,72,990",67,11th Gen Intel Core i7 1185G7 ,"Quad Core, 8 Threads",1 TB SSD,16 GB LPDDR4x RAM,"14 inches, 3840 x 2160 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
327,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),"₹57,690",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
328,Lenovo ThinkPad X1 Carbon 20KH002JUS Laptop (8th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro),"₹1,97,281",67,8th Gen Intel Core i7 8650U ,"Quad Core, 8 Threads",512 GB SSD,16 GB LPDDR3 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
329,HP EliteBook 840 G6 (7YY01PA) Laptop (8th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),"₹1,46,000",66,8th Gen Intel Core i7 8565U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
330,Lenovo V15 82KBA01TIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹49,490",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
331,HP Envy x360 15-ew0043TU 2-in-1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹99,999",71,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
332,Apple MacBook Pro 16 inch Laptop (M2 Pro 12-core CPU/ 16GB/ 1TB SSD/ Mac OS/ 19-core GPU),"₹2,69,900",,2nd Gen Apple M2 Pro,12 Cores (8P + 4E),1 TB SSD,16 GB Unified Memory RAM,"16.2 inches, 3456 x 2234 pixels",Mac OS,1 Year Warranty
333,Apple MacBook Pro M2 2022 Laptop (Apple M2/ 16GB/ 512GB SSD/ macOS),"₹1,59,990",,Apple M2 Apple M2 Chip,Octa Core,512 GB SSD,16 GB Unified Memory RAM,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
334,Apple MacBook Pro 2022 Laptop (Apple M2/ 16GB/ 256GB SSD/ macOS),"₹1,39,990",,Apple M2 Apple M2 Chip,Octa Core,256 GB SSD,16 GB Unified Memory RAM,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
335,Apple MacBook Air 2022 Laptop (Apple M2/ 16GB/ 256GB/ MacOS),"₹1,31,990",,Apple M2 Apple M2 Chip,Octa Core,256 GB SSD,16 GB Unified Memory RAM,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty
336,HP Omen 16-n0091AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,15,903",69,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR5 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
337,MSI Modern 15 B12M-202IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹55,490",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
338,Asus ExpertBook 1411CEA-BV0622 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ FreeDOS),"₹38,990",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
339,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹86,990",72,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",512 GB SSD,16 GB LPDDR4X RAM,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
340,Dell Vostro 3525 Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),"₹51,499",60,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
341,Dell Vostro 3420 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
342,MSI Modern 15 B12M Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹68,490",62,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
343,Acer Aspire 5 A515-57 2022 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹56,990",66,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
344,HP Pavilion x360 14-ek0137TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹59,990",66,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
345,Lenovo E41-55 82FJ00BLIH Laptop (Athlon 3050U/ 4GB/ 256GB SSD/ Win10),"₹20,990",,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",256 GB SSD,4 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
346,Ultimus S151 NU14U2INC43VN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11),"₹19,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",128 GB SSD,4 GB DDR4 RAM,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
347,Dell Alienware M15 R7 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,68,990",84,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
348,HP 15s-eq2213AU Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),"₹40,960",,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows OS,Backlit Keyboard
349,Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 2GB Graph),"₹66,111",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
350,Asus Vivobook Pro 16X OLED N7601ZM-MQ931WS Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹2,08,990",,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,32 GB DDR5 RAM,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
351,Lenovo IdeaPad Slim 3 82RK007JIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹45,500",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
352,Lenovo IdeaPad 3 82KU017KIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹47,464",,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
353,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),"₹21,833",,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",256 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
354,Lenovo ThinkPad E14 21E3S04X00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹75,000",66,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
355,Lenovo IdeaPad Gaming 3 82S900HNIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹80,990",73,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
356,Jio JioBook NB2112QB Netbook (Qualcomm Snapdragon 665/ 2GB/ 32GB eMMC/ JioOS),"₹15,799",,Qualcomm  665 665,Octa Core,32 GB Hard Disk,2 GB LPDDR4X RAM,"11.6 inches, 1366 x 768 pixels",1 Year Warranty,1 USB 3.0 Ports
357,Lenovo Legion 5 Pro 16IAH7H 82RF00DYIN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,64,990",84,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
358,HP 250 G8 6X4B3PA Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,499",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
359,HP Envy 16-h0026tx Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 6GB Graph),"₹2,20,208",78,12th Gen Intel Core i9 12900H ,"14 Cores, 20 Threads",1 TB SSD,32 GB DDR4 RAM,"15.6 inches, 3840 x 2160 pixels",Windows 11  OS,1 Year Warranty
360,Asus VivoBook 14 X415JA-BV322WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
