,brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
446,asus,Asus VivoBook 15 X515EA-BQ312TS ,34994,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
447,lenovo,Lenovo IdeaPad 3 15ITL6 82H800U5IN ,37790,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
448,hp,HP 15s- EQ2042AU ,40000,61.0,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
449,dell,Dell Inspiron 5410 ,45990,65.0,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
450,xiaomi,Xiaomi RedmiBook Pro 15 ,53990,68.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
451,asus,Asus ROG Flow X13 GV301QH-K5462TS Gaming ,106490,84.0,AMD,ryzen,5.0,8,16.0,16 ,LPDDR4X,SSD,1024.0,13.4, 3840 x 2400 ,Windows 10 ,1.0
452,xiaomi,Xiaomi RedmiBook Pro 15 ,59990,71.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
453,xiaomi,Xiaomi RedmiBook Pro 14 ,48990,63.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 2560 x 1600 ,Windows 10 ,1.0
454,acer,Acer Aspire 7 A715-42G NH.QAYSI.001 Gaming ,54990,61.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
455,hp,HP 15s-FR2006TU ,44700,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
456,apple,Apple MacBook Pro 2020 MYD82HN ,110990,,Apple,m1,,8,8.0,8 ,DDR4,SSD,256.0,,,Mac ,
457,dell,Dell Latitude 3410 ,54000,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Ubuntu ,1.0
458,asus,Asus X543MA-GQ1020T ,23490,,Intel,pentium,,4,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 10 ,1.0
459,microsoft,Microsoft Surface ,99990,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,128.0,15.0, 2496 x 1664 ,Windows 10 ,1.0
460,apple,Apple MacBook Pro 2020 ,122990,,Intel,i5,10.0,4,8.0,8 ,DDR3,SSD,256.0,13.3, 2560 x 1600 ,Mac Mojave ,1.0
461,apple,Apple MacBook Air 2020 ,72999,,Intel,i3,10.0,4,8.0,8 ,LPDDR4X,SSD,256.0,13.3, 2560 x 1600 ,Mac 10.15.3	 ,
462,huawei,Huawei MateBook D15 ,54999,66.0,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
463,samsung,Samsung Galaxy Chromebook ,71800,60.0,Intel,i5,10.0,,16.0,16 ,LPDDR3,SSD,1024.0,,,Chrome ,1.0
464,samsung,Samsung Galaxy Book Flex Alpha 2-in-1 ,59411,,Intel,i5,10.0,,8.0,8 ,DDR4,SSD,1024.0,,,Windows 10 ,
465,agb,AGB Octev G-0812 ,40000,65.0,Intel,i7,7.0,2,8.0,8 ,DDR4,Hard Disk,500.0,15.6, 1920 x 1080 ,Windows 10 ,
466,lenovo,Lenovo Legion 5 Pro 82RG00ELIN ,159990,75.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
467,hp,HP Envy x360 15-ew0047TU 2-in-1 ,116000,72.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
468,apple,Apple MacBook Pro 16 inch ,249900,,Apple,m2,,12,16.0,16 ,Unified,SSD,512.0,16.2, 3456 x 2234 ,Mac ,1.0
469,apple,Apple MacBook Pro 14 inch ,309900,62.0,Apple,m2,,12,32.0,32 ,Unified,SSD,1024.0,14.2, 3024 x 1964 ,Mac ,1.0
470,apple,Apple MacBook Pro 14 inch ,249900,,Apple,m2,,12,16.0,16 ,Unified,SSD,1024.0,14.2, 3024 x 1964 ,Mac ,1.0
471,msi,MSI Modern 14 C12M-269IN ,45490,61.0,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
472,hp,HP 15s-du3612TU ,41990,62.0,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
473,infinix,Infinix INBook X2 Plus XL25 ,47990,,Intel,i5,11.0,4,16.0,16 ,LPDDR4X,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
474,hp,HP Envy x360 15-ew0040TU ,82990,67.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
475,hp,HP Envy x360 15-ew0043TU ,90490,65.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
476,dell,Dell G15-5520 Gaming ,79990,75.0,Intel,i5,12.0,12,8.0,8 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
477,msi,MSI Modern 15 B12M ,58490,62.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
478,msi,MSI Modern 14 C12M ,56990,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
479,samsung,Samsung Galaxy Book 2 Go ,49999,,Qualcomm,qualcomm,3.0,8,4.0,4 ,LPDDR4x,SSD,128.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
480,hp,HP Victus 15-fa0031dx Gaming ,79888,69.0,Intel,i5,12.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
481,dell,Dell Vostro 3510 ICC-D585046WIN8 ,32990,,Intel,pentium,,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
482,lenovo,Lenovo E41-55 82FJ00B5IH ,18990,,AMD,athlon,3.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,D,1.0
483,lenovo,Lenovo E41-55 82FJ00B5IH ,18990,,AMD,athlon,3.0,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,D,1.0
484,msi,MSI Stealth GS66 12UGS-290IN Gaming ,288990,,Intel,i7,12.0,14,32.0,32 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
485,dell,Dell Latitude 5320 2-in-1 ,87999,65.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,256.0,13.3, 1920 x 1080 ,Windows 10 ,1.0
486,asus,Asus VivoBook 15 X515EA-EJ701WS ,56990,61.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
487,acer,Acer Aspire 5 A515-57 ,57990,63.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
488,gigabyte,Gigabyte G5 GE RC55GE ,78490,66.0,Intel,i5,12.0,12,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
489,gigabyte,Gigabyte G5 KE RC55KE ,99990,74.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
490,hp,HP Envy x360 13-bf0085TU ,82990,63.0,Intel,i5,12.0,10,8.0,8 ,LPDDR4x,SSD,512.0,13.3, 1920 x 1200 ,Windows 11 ,1.0
491,hp,HP 240 G8 689T7PA Business ,34690,,Intel,i3,,,8.0,8 ,DDR4,SSD,512.0,,,Windows 11 ,
492,lenovo,Lenovo V14 82KAA057IH ,31990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
493,dell,Dell Inspiron 3525 D560863WIN9B ,51790,62.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
494,asus,Asus Vivobook 15 2022 X1502ZA-EJ515WS ,56990,62.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
495,lenovo,Lenovo V15 G2-ITL 82KBA034IH ,34499,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,D,1.0
496,hp,HP Victus 16-e0550AX Gaming ,66990,68.0,AMD,ryzen,5.0,8,8.0,8 ,DDR4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
497,hp,HP 15s-fq2670TU ,36999,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
498,acer,Acer Chromebook 311 C733 ,18490,,Intel,celeron,,2,4.0,4 ,DDR4,Hard Disk,32.0,11.6, 1366 x 768 ,Chrome ,
499,dell,Dell Latitude 7420 ,113100,,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
500,hp,HP ProBook 445 G7 ,49999,68.0,AMD,ryzen,4.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
501,dell,Dell G15-5521 D560899WIN9S Gaming ,180990,72.0,Intel,i9,12.0,14,16.0,16 ,LPDDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
502,lenovo,Lenovo IdeaPad Slim 5 82SE005SIN ,62600,65.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
503,asus,Asus TUF Gaming A15 FA506IHRZ-HN112W ,65990,68.0,AMD,ryzen,4.0,6,8.0,8 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
504,asus,Asus Vivobook 14 OLED X1405ZA-KM311WS ,51990,,Intel,i3,12.0,6,8.0,8 ,LPDDR4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
505,asus,Asus Vivobook 15 OLED X1505ZA-L1311WS ,49990,,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
506,lenovo,Lenovo IdeaPad 3 15IAU7 82RK0090IN ,63590,60.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 2880 x 1800 ,Windows 11 ,1.0
507,lenovo,Lenovo IdeaPad Slim 3 82RJ005CIN ,59990,,Intel,i5,12.0,10,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
508,lenovo,Lenovo IdeaPad Flex 5 82R90068IN ,78990,75.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
509,hp,HP 14s-fq0567AU ,34490,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
510,hp,HP Omen 16-k0360TX ,144480,82.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
511,lenovo,Lenovo ThinkPad E14 21E3S04W00 ,74490,,Intel,i5,12.0,10,16.0,16 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
512,hp,HP Envy x360 13-bf0062TU ,104990,68.0,Intel,i7,12.0,10,16.0,16 ,LPDDR4x,SSD,512.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
513,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN ,69500,68.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
514,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN ,89990,74.0,Intel,i5,12.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
515,lenovo,Lenovo V15 82C3001VSP ,21999,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
516,hp,HP Pavilion x360 14-ek0072TU ,79000,67.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
517,hp,HP Elitebook 840 G8 4S1H5PA ,138800,65.0,Intel,i7,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,2.0
518,acer,Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming ,319999,84.0,Intel,i9,12.0,14,32.0,32 ,DDR5,SSD,2048.0,15.6, 3840 x 2160 ,Windows 11 ,1.0
519,msi,MSI GF63 Thin 10SC-848IN Gaming ,60800,69.0,Intel,i5,10.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
520,honor,Honor MagicBook 15 WDQ9CHNE ,39990,,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
521,hp,HP Omen 17-ck1022TX Gaming ,206500,76.0,Intel,i7,12.0,,32.0,32 ,DDR5,SSD,1024.0,16.1, 2560 x 1440 ,Windows 11 ,1.0
522,lenovo,Lenovo Yoga Slim 7 Pro 82SV0053IN ,103957,63.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
523,lenovo,Lenovo Yoga 6 82UD0068IN 2-in-1 ,80030,63.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,3.0
524,asus,Asus VivoBook 14 2022 X1402ZA-EK521WS ,56990,63.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
525,lenovo,Lenovo Ideapad Flex 5 82R700ASIN ,59999,62.0,Intel,i3,12.0,6,8.0,8 ,LPDDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
526,avita,Avita Pura E NS14A6 ,29990,,Intel,i3,10.0,2,8.0,8 ,RAM,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
527,lenovo,Lenovo V15 G2-ITL Business ,48999,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
528,dell,Dell Vostro 3400 ,36990,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
529,msi,MSI Gaming Katana GF66 12UE-1002IN ,125121,78.0,Intel,i7,12.0,14,16.0,16 ,RAM,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
530,msi,MSI Katana GF66 12UC-636IN Gaming ,82500,67.0,Intel,i5,12.0,12,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
531,msi,MSI Katana GF66 12UE-1001IN Gaming ,94355,71.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
532,lenovo,Lenovo V14-IGL ‎82C2S02K00 ,21999,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
533,hp,HP 255 G8 6V2R7PA ,24650,,AMD,athlon,3.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1366 x 768 ,D,1.0
534,asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming ,151990,81.0,AMD,ryzen,6.0,8,32.0,32 ,LPDDR5,SSD,1024.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
535,hp,HP Victus 15-fb0052AX Gaming ,78650,74.0,AMD,ryzen,5.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
536,lenovo,Lenovo Ideapad Flex 5 14IAU7 82R7006EIN ,60990,61.0,Intel,i3,12.0,6,8.0,8 ,LPDDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
537,lenovo,Lenovo Legion 5 82JU00SYIN ,129994,79.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
538,lenovo,Lenovo IdeaPad Slim 5 82LN00JSIN ,62829,68.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
539,msi,MSI Raider GE77HX 12UHS-205IN Gaming ,349990,86.0,Intel,i9,12.0,,32.0,32 ,DDR5,SSD,2048.0,17.3, 3840 x 2160 ,Windows 11 ,2.0
540,lenovo,Lenovo Legion 5 Pro 16IAH7H 82RF00MGIN Gaming ,167990,81.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
541,asus,Asus VivoBook K15 OLED K513EA-L503WS ,67000,66.0,Intel,i5,11.0,4,16.0,16 ,DDR4,Hard Disk,1024.0,,,Windows 11 ,
542,lenovo,Lenovo IdeaPad Slim 5 82SF004XIN ,82990,67.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
543,lenovo,Lenovo V15 G2 82KDA00UIH ,31500,,AMD,ryzen,5.0,4,4.0,4 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,D,1.0
544,asus,Asus EeeBook E410KA-BV101WS ,28990,,Intel,pentium,,4,8.0,8 ,DDR4,SSD,256.0,14.1, 1366 x 768 ,Windows 11 ,1.0
545,hp,HP Victus 15-fb0053AX Gaming ,83099,71.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
546,asus,Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming ,359990,86.0,Intel,i9,12.0,,32.0,32 ,DDR5,SSD,2048.0,17.3, 2560 x 1440 ,Windows 11 ,1.0
547,asus,Asus Vivobook 15 2022 X1502ZA-EZ511WS ,64980,66.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
548,acer,Acer Nitro 5 AN515-58 Gaming ,82990,72.0,Intel,i5,12.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
549,acer,Acer Nitro AN515-57 UN.QEHSI.003 Gaming ,62990,67.0,Intel,i5,11.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
550,asus,Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS ,120000,78.0,Intel,i7,12.0,14,16.0,16 ,LPDDR5,SSD,1024.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
551,asus,Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W ,249990,,Intel,i9,12.0,14,32.0,32 ,DDR5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
552,hp,HP Envy x360 13-bf0059TU ,104990,68.0,Intel,i7,12.0,10,16.0,16 ,LPDDR4x,SSD,512.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
553,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN ,73590,72.0,AMD,ryzen,5.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
554,asus,Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS ,179990,85.0,Intel,i9,12.0,14,32.0,32 ,LPDDR5,SSD,1024.0,14.5, 2880 x 1800 ,Windows 11 ,1.0
555,asus,Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming ,120990,81.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
556,hp,HP Victus 15-fa0353TX ,90990,63.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
557,lenovo,Lenovo IdeaPad Gaming 3 82K201YCIN ,66489,71.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
558,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN ,89990,74.0,Intel,i5,12.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
559,lenovo,Lenovo IdeaPad Slim 3 82RK00EDIN ,62390,,Intel,i5,12.0,10,8.0,8 ,RAM,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
560,dell,Dell Alienware X17 R2 D569943WIN9 Gaming ,300490,,Intel,i7,12.0,14,32.0,32 ,LPDDR5,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
561,panasonic,Panasonic Toughbook 40 ,374990,72.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,,,Windows 11 ,
562,hp,HP Victus 15-fb0050AX Gaming ,54750,72.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
563,hp,HP 15s-eq1561AU ,29997,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
564,asus,Asus Vivobook 15 2022 X1502ZA-EJ302WS ,40990,,Intel,i3,12.0,10,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
565,acer,Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming ,58990,68.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
566,asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS ,72990,63.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
567,dell,Dell Vostro 5625 laptop,72500,61.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
568,fujitsu,Fujitsu CH FPC02548LK ,59990,62.0,Intel,i5,11.0,4,16.0,16 ,LPDDR4X,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
569,lenovo,Lenovo Ideapad Gaming 3 82K201UKIN ,71990,67.0,AMD,ryzen,5.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
570,lenovo,Lenovo IdeaPad Gaming 3 82K1019AIN ,64990,72.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
571,hp,HP Victus 15-fa0073TX ,89990,61.0,Intel,i7,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
572,dell,Dell Vostro 3525 ,57990,67.0,AMD,ryzen,5.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
573,dell,Dell Vostro 3425 ,52290,67.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
574,acer,Acer Aspire 5 NX.K6SSI.002 ,40990,,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
575,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN ,109990,76.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
576,asus,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming ,396990,,AMD,ryzen,6.0,8,32.0,32 ,DDR5,SSD,2048.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
577,asus,Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming ,171990,82.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
578,hp,HP Pavilion x360 14-ek0092TU ,83999,61.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
579,dell,Dell Inspiron 7620 ,87500,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
580,hp,HP Pavilion x360 14-ek0078TU ,72990,60.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
581,asus,Asus Zenbook Flip 14 OLED UP5401ZA-KN501WS ,89299,65.0,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
582,asus,Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS ,134990,75.0,Intel,i7,12.0,14,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
583,asus,Asus Vivobook Flip 14 TP3402ZA-LZ511WS ,79990,71.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
584,lenovo,Lenovo IdeaPad Gaming 3 82K101EEIN ,64990,63.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
585,asus,Asus VivoBook Ultra X415JA-EB531WS ,49490,61.0,Intel,i5,10.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
586,hp,HP Pavilion 14s-fy1005AU ,61499,62.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
587,hp,HP Pavilion 14s- fy1003AU ,50499,61.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
588,dell,Dell Vostro 5620 ,69160,,Intel,i5,12.0,12,8.0,8 ,DDR4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
589,hp,HP Victus 16-E0301Ax Gaming ,66490,72.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
590,dell,Dell Alienware x14 Gaming ,169990,76.0,Intel,i7,12.0,14,16.0,16 ,LPDDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
591,lg,LG Gram 14 14Z90Q-G.AH75A2 ,93490,71.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 1200 x 1920 ,Windows 11 ,1.0
